Unnamed: 0,id1,id2,label,prompt1_en_short_temp_0_gpt3.5-0301,match_prompt_manual_fewshot_1_eval2_temp_0_gpt3.5_0301,match_prompt_auto_fewshot_1_eval2_temp_0_gpt3.5_0301,match_prompt_auto_fewshot_2_ama_wal_eval2_temp_0_gpt3.5_0301,match_prompt_auto_fewshot_ama_wal_4examples_eval2_temp_0_gpt3.5_0301,prompt1_en_short_temp_0_gpt4-0613
131,20350,22941,False,False,False,False,False,False,False
132,21148,23150,False,False,False,False,False,False,False
133,21148,23515,False,False,False,False,False,False,False
134,21148,23733,False,False,False,False,False,False,False
135,21148,23845,False,False,False,False,False,False,False
136,10388,22686,False,False,False,False,False,False,False
137,10388,22843,False,False,False,False,False,False,False
138,10576,23698,False,False,False,False,False,False,False
139,10577,23698,False,False,False,False,False,False,False
140,10580,23698,False,False,False,False,False,False,False
141,10582,23698,False,False,False,False,False,False,False
142,10584,23698,False,False,False,False,False,False,False
143,10586,23698,False,False,False,False,False,False,False
144,10654,23698,False,False,False,False,False,False,False
145,15904,23698,False,False,False,False,False,False,False
146,21003,23698,False,False,False,False,False,False,False
147,21148,23698,False,False,False,False,False,False,False
148,1682,22555,False,False,False,False,False,False,False
149,1682,22686,False,False,False,False,False,False,False
150,1682,22796,False,False,False,False,False,False,False
151,24323,3729,False,False,False,False,False,False,False
152,24494,3729,False,False,False,False,False,False,False
153,24323,3728,False,False,False,False,False,False,False
154,10398,22921,False,False,False,False,False,False,False
155,10399,22921,False,False,False,False,False,False,False
156,19551,22921,False,False,False,False,False,False,False
157,13953,23060,False,False,False,False,False,False,False
158,13953,23344,False,False,False,False,False,False,False
159,13953,23393,False,False,False,False,False,False,False
160,22311,4351,False,False,False,False,False,False,False
161,23309,4351,False,False,False,False,False,False,False
162,15113,22523,False,False,False,False,False,False,False
163,1194,22522,False,False,False,False,False,False,False
164,1682,22522,False,False,False,False,False,False,False
165,15113,22522,False,False,False,False,False,False,False
166,23522,9209,False,False,False,False,False,False,False
167,11210,23286,False,False,False,False,False,False,False
168,11578,23286,False,True,False,False,False,False,False
169,13608,23286,False,True,False,False,False,False,False
170,13953,23286,False,False,False,False,False,False,False
171,21600,23286,False,False,False,False,False,False,False
172,23286,9209,False,False,False,False,False,False,False
173,1682,22263,False,False,False,False,False,False,False
174,10218,22263,False,False,False,False,False,False,False
175,10664,22263,False,False,False,False,False,False,False
176,11210,23667,False,False,False,False,False,False,False
177,11578,23667,False,False,False,False,False,False,False
178,21003,23667,False,False,False,False,False,False,False
179,23667,9209,False,False,False,False,False,False,False
180,12527,24389,False,False,False,False,False,False,False
181,10217,22263,False,False,False,False,False,False,False
182,10217,22299,False,False,False,False,False,False,False
183,10217,23060,False,False,False,False,False,False,False
184,10217,23393,False,False,False,False,False,False,False
185,10217,23844,False,False,False,False,False,False,False
186,10217,23983,False,False,False,False,False,False,False
187,1682,22887,False,False,False,False,False,False,False
188,10388,22887,False,False,False,False,False,False,False
189,10398,22887,False,False,False,False,False,False,False
190,10399,22887,False,False,False,False,False,False,False
191,10978,22941,False,False,False,False,False,False,False
192,10978,23221,False,False,False,False,False,False,False
193,10978,23286,False,False,False,False,False,False,False
194,10978,23344,False,False,False,False,False,False,False
195,10978,23393,False,False,False,False,False,False,False
196,10978,23585,False,False,False,False,False,False,False
197,10978,23589,False,False,False,False,False,False,False
198,10978,23624,False,False,False,False,False,False,False
199,10978,23667,False,False,False,False,False,False,False
200,10978,23698,False,False,False,False,False,False,False
201,10978,23738,False,False,False,False,False,False,False
202,10978,23815,False,False,False,False,False,False,False
203,10978,23827,False,False,False,False,False,False,False
204,10978,23844,False,False,False,False,False,False,False
205,10978,23983,False,False,False,False,False,False,False
206,19285,22796,False,False,False,False,False,False,False
207,1682,22613,False,False,False,False,False,False,False
208,13430,22613,False,False,False,False,False,False,False
209,1682,22735,False,False,False,False,False,False,False
210,22735,4244,False,False,False,False,False,False,False
211,1682,22222,False,False,False,False,False,False,False
212,10217,22222,False,False,False,False,False,False,False
213,22049,22222,False,False,False,False,False,False,False
214,24323,3783,False,False,False,False,False,False,False
215,10050,22686,False,False,False,False,False,False,False
216,10050,22843,False,False,False,False,False,False,False
217,10050,22887,False,False,False,False,False,False,False
218,10050,22921,False,False,False,False,False,False,False
219,10050,23999,False,False,False,False,False,False,False
220,1682,22976,False,False,False,False,False,False,False
221,10772,22976,False,False,False,False,False,False,False
222,10978,22976,False,False,False,False,False,False,False
223,19285,22976,False,False,False,False,False,False,False
224,21815,22976,False,False,False,False,False,False,False
225,22976,6778,False,False,False,False,False,False,False
226,22976,8816,False,False,False,False,False,False,False
227,22976,8817,False,False,False,False,False,False,False
228,1682,22077,False,True,False,False,False,False,False
229,10493,22077,False,False,False,False,False,False,False
230,12527,22077,False,False,False,False,False,False,False
231,1682,22844,False,True,False,False,False,False,False
232,10050,22844,False,False,False,False,False,False,False
233,10388,22844,False,False,False,False,False,False,False
234,10399,22844,False,False,False,False,False,False,False
235,22312,4351,False,False,False,False,False,False,False
236,10273,22735,False,False,False,False,False,True,False
237,22735,8286,False,False,False,False,False,False,False
238,12413,24478,False,False,False,False,False,False,False
239,12425,24478,False,False,False,False,False,False,False
240,12508,24478,False,False,False,False,False,False,False
241,24478,3728,False,False,False,False,False,False,False
242,24478,3729,False,False,False,False,False,False,False
243,24478,3783,False,False,False,False,False,False,False
244,24478,3864,False,False,False,False,False,False,False
245,1682,22810,False,False,False,False,False,False,False
246,1997,22810,False,False,False,False,False,False,False
247,10273,22810,False,False,False,False,False,True,False
248,10274,22810,False,False,False,False,False,True,False
249,15925,22810,False,False,False,False,False,False,False
250,19285,22810,False,False,False,False,False,False,False
251,22810,4244,False,False,False,False,False,False,False
252,22810,8286,False,False,False,False,False,False,False
253,12471,22077,False,False,False,False,False,False,False
254,12471,22222,False,False,False,False,False,False,False
255,12471,22238,False,False,False,False,False,False,False
256,12471,22263,False,False,False,False,False,False,False
257,12471,22303,False,False,False,False,False,False,False
258,12471,22312,False,False,False,False,False,False,False
259,12471,22522,False,False,False,False,False,False,False
260,12471,22523,False,False,False,False,False,False,False
261,12471,22613,False,False,False,False,False,False,False
262,12471,22735,False,False,False,False,False,False,False
263,12471,22796,False,False,False,False,False,False,False
264,12471,22810,False,False,False,False,False,False,False
265,12471,22844,False,False,False,False,False,False,False
266,12471,22976,False,False,False,False,False,False,False
267,12471,24323,False,False,False,False,False,False,False
268,12471,24357,False,False,False,False,False,False,False
269,12471,24478,False,False,False,False,False,False,False
270,12471,24595,False,False,False,False,False,False,False
271,12471,24597,False,False,False,False,False,False,False
272,12471,24598,False,False,False,False,False,False,False
273,22061,22588,False,False,False,False,False,False,False
274,12622,22588,False,False,False,False,False,False,False
275,12621,22588,False,False,False,False,False,False,False
276,12471,24589,False,False,False,False,False,False,False
277,12621,24589,False,False,False,False,False,False,False
278,12622,24589,False,False,False,False,False,False,False
279,12620,22588,False,False,False,False,False,False,False
280,12620,24589,False,False,False,False,False,False,False
281,10570,22588,False,False,False,False,False,False,False
282,10570,22216,False,False,False,False,False,False,False
283,12620,22216,False,False,False,False,False,False,False
284,12621,22216,False,False,False,False,False,False,False
285,12622,22216,False,False,False,False,False,False,False
286,22060,22216,False,False,False,False,False,False,False
287,22061,22216,False,False,False,False,False,False,False
288,10570,22300,False,False,False,False,False,False,False
289,12620,22300,False,False,False,False,False,False,False
290,12621,22300,False,False,False,False,False,False,False
291,12622,22300,False,False,False,False,False,False,False
292,22060,22300,False,False,False,False,False,False,False
293,22061,22300,False,False,False,False,False,False,False
294,12619,22216,False,True,False,False,False,False,False
295,12619,22300,False,False,False,False,False,False,False
296,12619,22588,False,False,False,False,False,False,False
297,12619,24589,False,False,False,False,False,False,False
298,10036,22099,False,False,False,False,False,False,False
299,10036,22871,False,False,False,False,False,False,False
300,10385,22871,False,False,False,False,False,False,False
301,10412,22871,False,False,False,False,False,False,False
302,10758,22871,False,False,False,False,False,False,False
303,11006,23077,False,False,False,False,False,False,False
304,11006,23176,False,False,False,False,False,False,False
305,11006,23426,False,False,False,False,False,False,False
306,11006,23839,False,False,False,False,False,False,False
307,11006,23967,False,False,False,False,False,False,False
308,11006,23965,False,False,False,False,False,False,False
309,21387,23965,False,False,False,False,False,False,False
310,11006,23834,False,False,False,False,False,False,False
311,23834,2850,False,False,False,False,False,False,False
312,11358,23077,False,False,False,False,False,False,False
313,11358,23176,False,False,False,False,False,False,False
314,11358,23426,False,False,False,False,False,False,False
315,11358,23834,False,False,False,False,False,False,False
316,11358,23839,False,False,False,False,False,False,False
317,11358,23965,False,False,False,False,False,False,False
318,11358,23967,False,False,False,False,False,False,False
319,23834,2847,False,False,False,False,False,False,False
320,11006,23373,False,False,False,False,False,False,False
321,11358,23373,False,False,False,False,True,False,False
322,23373,2847,False,False,False,False,False,False,False
323,23373,2848,False,False,False,False,False,False,False
324,23373,2850,False,False,False,False,False,False,False
325,21218,23373,False,False,False,False,False,False,False
326,21218,23965,False,False,False,False,False,False,False
327,21218,23967,False,False,False,False,False,False,False
328,23400,2550,False,False,False,False,False,False,False
329,23400,2552,False,False,False,False,False,False,False
330,16277,23400,False,False,False,False,False,False,False
331,13054,23400,False,False,False,False,False,False,False
332,23400,7309,False,False,True,False,False,False,False
333,13054,23557,False,False,False,False,False,False,False
334,16277,23557,False,False,False,False,False,False,False
335,13054,23737,False,False,False,False,False,False,False
336,16277,23737,False,False,False,False,False,False,False
337,13054,23600,False,False,False,False,False,False,False
338,16277,23600,False,False,False,False,False,False,False
339,23600,7309,False,False,False,False,False,False,False
340,22575,8004,False,False,False,False,False,False,False
341,13054,24173,False,False,False,False,False,False,False
342,14458,24173,False,False,False,False,False,False,False
343,14774,24173,False,False,False,False,False,False,False
344,22801,8004,False,True,False,False,False,False,False
345,10508,22575,False,False,False,False,False,False,False
346,10508,22801,False,False,False,False,False,False,False
347,10508,23557,False,False,False,False,False,False,False
348,10508,23600,False,False,False,False,False,False,False
349,10508,23737,False,False,False,False,False,False,False
350,10508,24173,False,False,False,False,False,False,False
351,10508,22662,False,True,False,False,False,False,False
352,20521,22662,False,False,False,False,False,False,False
353,20521,22801,False,False,False,False,False,False,False
354,18173,23890,False,False,False,False,False,False,False
355,21252,23492,False,False,False,False,False,False,False
356,21252,23890,False,False,False,False,False,False,False
357,17854,23492,False,False,False,False,False,False,False
358,17854,23890,False,False,False,False,False,False,False
359,17907,23492,False,False,False,False,False,False,False
360,17906,23492,False,False,False,False,False,False,False
361,17319,23492,False,False,False,False,False,False,False
362,17319,23890,False,False,False,False,False,False,False
363,17319,23202,False,False,False,False,False,False,False
364,17854,23202,False,False,False,False,False,False,False
365,17906,23202,False,False,False,False,False,False,False
366,17907,23202,False,False,False,False,False,False,False
367,21252,23202,False,False,False,False,False,False,False
368,17250,23202,False,False,False,False,False,False,False
369,17250,23492,False,False,False,False,False,False,False
370,17250,23581,False,True,True,False,False,True,True
371,17319,23581,False,False,False,False,False,False,False
372,17906,23581,False,False,False,False,False,False,False
373,17907,23581,False,False,False,False,False,False,False
374,21252,23581,False,False,False,False,False,False,False
375,17319,23003,False,False,False,False,False,False,False
376,17854,23003,False,False,False,False,False,False,False
377,17906,23003,False,False,False,False,False,False,False
378,17907,23003,False,False,False,False,False,False,False
379,21252,23003,False,False,False,False,False,False,False
380,1622,22126,False,False,False,False,False,False,False
381,1622,23003,False,False,False,False,False,False,False
382,1622,23202,False,False,False,False,False,False,False
383,1622,23492,False,False,False,False,False,False,False
384,1622,23581,False,False,False,False,False,False,False
385,1622,23890,False,False,False,False,False,False,False
386,1622,23246,False,False,False,False,False,False,False
387,17250,23246,False,False,False,False,False,False,False
388,17319,23246,False,False,False,False,False,False,False
389,17854,23246,False,False,False,False,False,False,False
390,17907,23246,False,False,False,False,False,False,False
391,21252,23246,False,False,False,False,False,False,False
392,17531,23003,False,False,False,False,False,False,False
393,17531,23246,False,False,False,False,False,False,False
394,17531,23581,False,False,False,False,False,False,False
395,21894,23912,False,False,False,False,False,False,False
396,23912,9463,False,False,False,False,False,False,False
397,23912,9464,False,False,False,False,False,False,False
398,23912,9465,False,False,False,False,False,False,False
399,23912,9466,False,False,False,False,False,False,False
400,23912,9467,False,False,False,False,False,False,False
401,23912,9468,False,False,False,False,False,False,False
402,23912,9469,False,False,False,False,False,False,False
403,23912,9470,False,False,False,False,False,False,False
404,23912,9471,False,False,False,False,False,False,False
