Unnamed: 0,id_left,brand_left,title_left,description_left,price_left,priceCurrency_left,cluster_id_left,id_right,brand_right,title_right,description_right,price_right,priceCurrency_right,cluster_id_right,pair_id,label,is_hard_negative,prompt_1_gpt-3.5-turbo_temp-0,prompt_2_gpt-3.5-turbo_temp-0,prompt_3_gpt-3.5-turbo_temp-0,prompt0_en_baseline,prompt0_en_baseline_temp_0_gpt3.5_nobrand,prompt0_en_baseline_temp_0_gpt3.5,prompt1_en_short_temp_0_gpt3.5,prompt1_en_short_temp_0_gpt-4-0613,prompt0_en_baseline_temp_0_gpt3.5-0301,prompt1_en_short_mustafa_temp_0_gpt3.5-0301,prompt_basic_sequential_cot_temp_0_gpt3.5-0301,prompt1_cot_manual_temp_0_gpt3.5-0301,prompt_basic_sequential_cot_temp_0_gpt3.5-0301.1,match_prompt_manual_fewshot_1_eval3_temp_0_gpt3.5-0301,match_prompt_manual_fewshot_1_eval2_temp_0_gpt3.5-0301,match_prompt_manual_fewshot_1_eval4_temp_0_gpt3.5-0301,match_prompt_auto_fewshot_1_eval2_temp_0_gpt3.5-0301,match_prompt_auto_fewshot_1_no_conclusion_eval2_temp_0_gpt3.5-0301,match_prompt_autogpt4_fewshot_2_eval2_temp_0_gpt3.5-0301,match_prompt_autogpt4_fewshot_1_eval2_temp_0_gpt-4-0613,prompt1_en_short_temp_0_gpt-3.5-turbo-instruct,prompt1_en_short_temp_0_gpt3.5-0301_v2,match_prompt_manual_fewshot_2_eval2_temp_0_gpt3.5_0301,match_prompt_autogpt3_fewshot_2_eval2_temp_0_gpt3.5_0301,match_prompt_auto_fewshot_1_eval5_temp_0_gpt3.5_0301,prompt_1_zero_shot_CoT_eval2_temp_0_gpt3.5_0301,match_prompt_autogpt4_fewshot_2_eval2_temp_0_gpt3.5-0301_v2,match_prompt_basic_zeroshot_2_eval2_temp_0_gpt3.5-0301,match_prompt_manual_fewshot_1_eval2_temp_0_gpt3.5-0301_v2,prompt1_en_short_temp_0_gpt3.5-0301_with_brand,pprompt1_instruct_temp_0_gpt-3.5-turbo-instruct,prompt1_en_short_instruct_temp_0_gpt-3.5-turbo-instruct_v2,match_prompt_basic_zeroshot_1_eval2_temp_0_gpt3.5-0301_v2
10,3664323,TpLink,Tp-Link Wireless N USB Adapter 300Mbps,,4190,,1164344,62898389,Kingston,Kingston Canvas Select Plus MicroSD 100MBs Class 10 128GB,The Kingston Canvas Select Plus MicroSDXC Class 10 128GB with SD Adapter included has a Read Speed of 100MB/s and is compatible with Android devices,16.89,GBP,27477,3664323#62898389,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
11,71765125,TAG Heuer,TAG Heuer Formula 1 CAZ1010.FT8024,Find Authentic TAG Heuer Formula 1 CAZ1010.FT8024 with TAG Heuer Warranty at lowest prices. Fast & FREE Shipping. 14-day Return Policy. Tax Free & Worldwide Delivery. Lowest Prices on all watches and brands. (Model CAZ1010.FT8024),1039,USD,2107019,56594170,,"Kingston HyperX Fury Series CL10,",,3395,RUB,398842,71765125#56594170,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
12,5506721,Tissot,Tissot Mens T-Classic Tradition Strap Watch T063.617.16.057.00,SS SW BLK DL CHRN,345.00,GBP,1582673,14721278,,Cle Usb Wifi Tp-Link N300 Tl-Wn821n,Cle Usb Wifi Tp-Link N300 Tl-Wn821n,د.ج.‏1٬750,DZD,1164344,5506721#14721278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
13,63595157,,[Fujifilm]100 Sheet Fujifilm Instax Square Plain White Instant Polaroid Film for SQ 10 Camera | SP3 Printer,100 sheet instax Square Film,98.50,USD,300521,54954273,Fujifilm,Fujifilm Instax Square Film for SQ10 Hybrid Cameras 20 Shot Pack,"EXTRA VALUE 2x 10 Shot Packs (giving you 20 shots in total). FRESH UK STOCKS AND LONG DATED. Fujifilm Instax \""SQUARE\"" film is for use in only square format instant print cameras such as the new SQ10, SQ6 cameras...Note: Not for use in Fuji Instax \""Mini\"" Cameras. This film offers stunning instant and colourful pictures that you can fit into a purse, wallet or photo frame.Fuji Instax film ensures sharp, clear reproduction, vivid colours and natural skin tones. Frame design white. Overall Film/paper size is W86 x H72mm and the actual picture size is W62 x H62mm. Number of prints 10 per packBring the instant fun of 'real' photos into your life. Instant photography is amazing and has a quality all of its own - VERY popular and trendy at this time!7dayshop stock a competitive range of products : photo, computer, memory, inkjet, audio, video, battery, gifts ideas, gadgets and much more.",,,1457721,63595157#54954273,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,,False,False,True,True,,True,False,False
14,5489545,,Fujifilm Instax Square Instant Film - 10 Exposures,"INSTAX Square Instant Film contains 10 sheets of instant color film that is compatible for use with INSTAX SQUARE cameras. This film features vivid color reproduction with natural skin tones, and its refined grain structure provides high image sharpness and clarity. Each 3.4 x 2.8\"" sheet of film produces a square 2.4 x 2.4\"" glossy image area that is surrounded by a simple white border.",1.699E1,USD,1457721,10718715,,1 Fujifilm Instax Square Film Black Frame,,3800,HUF,1118780,5489545#10718715,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
15,66222654,,Switch Hikvision DS-3E0318P-E 24-Port Fast Ethernet PoE + 2-Port Gigabit Combo,,1102.69,RON,718643,64534005,,"Hikvision 4 Port Unmanaged PoE Switch,1*100M Uplink [DS-3E0105P-E]",Key FeaturesLayer 2 unmanaged PoE switch4x 10/100Mbps Ethernet ports1x 100Mbps uplinkIEEE 802.3af or 802.3at PoE standard802.3af or 802.3at,97.520001,AUD,877694,66222654#64534005,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
16,35570094,,"Adaptador WiFi N PCI Express 150 Mbps 20dBm, 802.11b/g/n Chipset Atheros, 1 Antena 2 dBi desmontable.","Adaptador WiFi N PCI Express 150 Mbps 20dBm, 802.11b/g/n Chipset Atheros, 1 Antena 2 dBi desmontable.",54,PEN,466493,51737276,,ADATTATORE USB2.0 WIRELESS N 150M LAN 802.11BGN 1T1R 2.4GHZ-NANO SIZE-PROVIDE USB2.0 INTERF.-WPS-SUPP. XP/VISTA/7,,8.11,EUR,97189,35570094#51737276,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
17,50148316,Jabra,Jabra BIZ 2400 II Duo Wideband Corded Headset,Jabra BIZ 2400 II Duo Wideband Corded Headset from Headset Store. Next Day Delivery. Part Code:2489-820-209,155.99,GBP,472648,89792967,,"Jabra Biz 2400 II Mono 3-1, NC, 82 mic, Wideband, QD",,12990,PHP,5673093,50148316#89792967,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,,False,False,False
18,24056155,,Brother Business Laser Printer Wireless Networking and Duplex Printer,"● Fast, high-quality printing.● USB 2.0 and Parallel interfaces.● Comprehensive application compatibility.● Flexible paper handlingFlexible paper handling.● Flexible paper handling.● Cost efficient output.● Automatic two-sided printing.● Outstanding customer support.",56700.00,NPR,4560116,82843740,,"5 Port, Hikvision PoE Network Switch","Switch with 4 PoE ports + 1 x Uplink port 10/100Mbps RJ45 ports 58 watts total Max Extend On, up to 250m distance 2 Years Manufacturers Warranty",31.00,GBP,877694,24056155#82843740,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
19,3664323,TpLink,Tp-Link Wireless N USB Adapter 300Mbps,,4190,,1164344,98430609,,ADATT. WIFI TP-LINK AC600 NANO WRLS USB,,24,EUR,373003,3664323#98430609,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
20,93225077,,"Western Digital Blue SSD 1TB 2.5\"" 7mm SATA III 6GB/s 3D Nand Flash","WD Blue 3D NAND Internal SSD 2.5 Inch SATA - 1 TBUses 3D NAND technology not only for higher capacities (up to 2TB) than the previous generation WD Blue SSDs, but also to help reduce cell-to-cell interference for enhanced reliability.Offering improved endurance, a WD Blue 3D NAND SATA SSD features an active power draw up to 25% lower2 than previous generations of WD Blue SSDsFor high-end computing applications like gaming, HD media playback, or creative softwareAn SSD is designed with no moving parts to help protect against data loss if it is accidentally bumped or droppedMonitor your drive’s available capacity, operating temperatures, SMART attributes and more with the WD SSD Dashboard. Acronis True Image WD Edition software",90.50,EUR,549556,82449666,,Crucial BX500 120GB 2.5 SATA SSD,"Crucial 120GB SSD, BX500, 2.5 SATAIII, Read up to 540MB/s, Write up to 500MB/s, 1.5M Hours MTTF, 40TBW",35.00,AUD,744155,93225077#82449666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
21,66222654,,Switch Hikvision DS-3E0318P-E 24-Port Fast Ethernet PoE + 2-Port Gigabit Combo,,1102.69,RON,718643,82843740,,"5 Port, Hikvision PoE Network Switch","Switch with 4 PoE ports + 1 x Uplink port 10/100Mbps RJ45 ports 58 watts total Max Extend On, up to 250m distance 2 Years Manufacturers Warranty",31.00,GBP,877694,66222654#82843740,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
22,93225077,,"Western Digital Blue SSD 1TB 2.5\"" 7mm SATA III 6GB/s 3D Nand Flash","WD Blue 3D NAND Internal SSD 2.5 Inch SATA - 1 TBUses 3D NAND technology not only for higher capacities (up to 2TB) than the previous generation WD Blue SSDs, but also to help reduce cell-to-cell interference for enhanced reliability.Offering improved endurance, a WD Blue 3D NAND SATA SSD features an active power draw up to 25% lower2 than previous generations of WD Blue SSDsFor high-end computing applications like gaming, HD media playback, or creative softwareAn SSD is designed with no moving parts to help protect against data loss if it is accidentally bumped or droppedMonitor your drive’s available capacity, operating temperatures, SMART attributes and more with the WD SSD Dashboard. Acronis True Image WD Edition software",90.50,EUR,549556,37008321,Western Digital,WD Blue 3D NAND 250GB Internal SSD - SATA III 6Gb/s M.2 2280 Solid State Drive - WDS250G2B0B,WD Blue 3D NAND 250GB Internal SSD - SATA III 6Gb/s M.2 2280 Solid State Drive - WDS250G2B0B,59.99,CAD,3065693,93225077#37008321,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,,False,False,False,True,,False,False,False
23,91216899,,008 Traveler's Notebook Regular- Refill - Zipper Case,"Take your TRAVELER'S Notebook beyond the normal use of a notebook. The ZipperCase transforms your TRAVELER'S Notebook into a convenient storage for pens, pencils, tickets receipts, keys, coins, and so much more. A thin pocket is included on the other side of your zipper case, great for photos and postcards.The clear finish makes it easy to see what is inside of this convenient carry-around. Whatever you need with you on the go will be secure inside your Zipper Pocket.The 008Zipper Case is made for the Regular Sized TRAVELER'S Notebook.See How to JoinSeveral Refills Into a Traveler'sNotebook",10.0,USD,613888,83472763,,Traveler's Refills: MD Paper - 002 / grid,"These notebooks aremade in Japan, where there is a rich tradition of elevating basic craft to perfected art form. MD Paper is no exception,meticulously engineered for the finest writing experience. There is no detail overlooked: the paper is made from hardwood, which allows a softer finish than pulp from coniferous trees; the water is adjusted for viscosityand pH as it changes through the seasons; the signature warm color is added to be gentle on the eyes; each batch is rigorously tested, and if anyflaws are found, the whole lot is returned to pulp. This exacting process creates an incredibly consistent product that is pure delight to write on.001: 6.5mm spaced lines002: 5mm grid003: blank025:﻿cream - blank026:5x5mm dot grid64 pages, saddle stitchedShop the whole Traveler's Notebook collection here.photos via Traveler's Company Japan",6.0E0,USD,2662935,91216899#83472763,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
24,36370231,,Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset,Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset,1.2844E2,NZD,2148042,70916691,Jabra,Jabra BIZ 2400 II Mono 3-in-1 Wideband,Jabra BIZ 2400 II Mono 3-in-1 Wideband from Headset Store. Next Day Delivery. Part Code:2486-820-209,143.99,GBP,5673093,36370231#70916691,False,True,True,False,False,False,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,True,,False,True,True,True,,True,False,False
25,91216899,,008 Traveler's Notebook Regular- Refill - Zipper Case,"Take your TRAVELER'S Notebook beyond the normal use of a notebook. The ZipperCase transforms your TRAVELER'S Notebook into a convenient storage for pens, pencils, tickets receipts, keys, coins, and so much more. A thin pocket is included on the other side of your zipper case, great for photos and postcards.The clear finish makes it easy to see what is inside of this convenient carry-around. Whatever you need with you on the go will be secure inside your Zipper Pocket.The 008Zipper Case is made for the Regular Sized TRAVELER'S Notebook.See How to JoinSeveral Refills Into a Traveler'sNotebook",10.0,USD,613888,23958745,,012 Traveler's Notebook Regular- Refill - Sketch Notebook,"TheTRAVELER'S Notebook SketchRefillallows you to bring your sketching wherever you go. Each sketchbook refill has 48 stitch-bound pages of perforated paper, with a more substantial thickness that is suitable for fountain pen ink or light water media. The refill fits perfectly inside the regular sized TRAVELER'S Notebook.Features:48 perforated pagesFountain pen friendlyThicker sheetsCream colored textured coverMade for Regular Sized TRAVELER'S NotebookSee How to JoinSeveral Refills Into aTraveler'sNotebook",8.0,USD,4249975,91216899#23958745,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
26,32441739,,Western Digital WD Blue SN550 1TB NVMe SSD,,189.00,AUD,156996,11565762,Western Digital,WD Blue 250GB - [WDS250G1B0A] SSD,"(Solid, -, 2.5\"", 250GB, Blue, Drive), SATA, SSD, State, WD, Western Digital, [WDS250G1B0A]",101.95,EUR,483248,32441739#11565762,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
