"id1"	"id2"
1271	24121
1271	24573
1272	22603
1272	23004
1276	22231
1276	22307
1276	22321
1276	22495
1276	22660
1276	22752
1282	22494
1282	22504
1282	23073
1282	23216
1283	22753
1283	24386
1286	24469
1287	22494
1287	22504
1287	23073
1296	22863
1298	22743
1298	22789
1298	23043
1300	22391
1300	22743
1300	22789
1300	23043
1301	22194
1301	24406
1303	24328
1304	22143
1304	23315
1305	22695
1306	22699
1306	23013
1306	24587
1309	24312
1311	22081
1311	22100
1311	22109
1315	24449
1330	22100
1330	22109
1332	22597
1333	22104
1341	24597
1343	22100
1343	22109
1345	22390
1345	22619
1346	24550
1351	22297
1353	22297
1356	22113
1356	24595
1359	22233
1359	22293
1359	22450
1363	24566
1375	22109
1396	22293
1396	22450
1402	22293
1402	22450
1411	23392
1417	22164
1417	22182
1417	22257
1417	22547
1417	22574
1417	22592
1417	22618
1417	22623
1417	22653
1417	22724
1417	22760
1417	22980
1419	22679
1419	24600
1421	22164
1421	22182
1421	22296
1421	22547
1421	22574
1421	22592
1421	22618
1421	22653
1421	22724
1421	22760
1421	22980
1427	22164
1427	22182
1427	22257
1427	22296
1427	22547
1427	22574
1427	22592
1427	22618
1427	22623
1427	22653
1427	22724
1427	22760
1427	22980
1430	22164
1430	22182
1430	22296
1430	22547
1430	22592
1430	22618
1430	22653
1430	22724
1430	22760
1430	22980
1438	22944
1438	24559
1448	22857
1449	22293
1450	22418
1450	22808
1450	24500
1453	22108
1454	22230
1456	22076
1456	22140
1456	22267
1456	22268
1456	22431
1456	22510
1456	22552
1456	22617
1456	22738
1461	22221
1461	22258
1461	22305
1461	22308
1461	22401
1461	22509
1461	22577
1461	22645
1461	22684
1461	22727
1461	22787
1461	22835
1461	22840
1461	22885
1461	22981
1462	22079
1463	22200
1463	22221
1463	22258
1463	22305
1463	22308
1463	22401
1463	22509
1463	22577
1463	22645
1463	22684
1463	22835
1463	22885
1464	24625
1467	22536
1474	22468
1474	23109
1475	22200
1475	22221
1475	22308
1475	22401
1475	22509
1475	22538
1475	22577
1475	22645
1475	22684
1475	22727
1475	22762
1475	22787
1475	22835
1475	22885
1475	22963
1475	22981
1489	22159
1489	22160
1489	22213
1489	22242
1489	22249
1489	22340
1489	22351
1489	22439
1489	22489
1497	22466
1498	22159
1498	22160
1498	22242
1498	22249
1498	22340
1498	22351
1498	22439
1498	22489
1500	22351
1500	22439
1500	22489
1503	22159
1503	22160
1504	22351
1504	22439
1504	22489
1510	22340
1510	22351
1510	22489
1515	22340
1515	22351
1515	22439
1520	22340
1520	22351
1520	22439
1520	22489
1522	22457
1525	22134
1526	22340
1526	22351
1526	22439
1526	22457
1526	22489
1527	22277
1527	22381
1527	22566
1527	22600
1527	22642
1527	22689
1527	22692
1527	22873
1527	22878
1527	22891
1527	22923
1527	22985
1530	22489
1536	22302
1537	22302
1537	22969
1538	22150
1552	22549
1554	23401
1554	24115
1556	22168
1556	22956
1556	23052
1559	22168
1560	22130
1563	22363
1563	22369
1565	22118
1572	22664
1578	22696
1578	22820
1582	22593
1582	24527
1585	22276
1587	24404
1587	24531
1589	22139
1589	22250
1589	22259
1590	22405
1603	22405
1604	22770
1606	22995
1608	22189
1611	22414
1611	22465
1614	22465
1619	24341
1620	22414
1620	22465
1622	22126
1622	23003
1622	23202
1622	23246
1622	23492
1622	23581
1622	23890
1626	22326
1626	22948
1626	22968
1626	22971
1627	22191
1627	22418
1629	22250
1630	22457
1630	22948
1630	22968
1636	22457
1636	22948
1636	22968
1636	22971
1640	22546
1640	22644
1641	22388
1641	22497
1641	22666
1641	22966
1646	22206
1647	22388
1647	22666
1647	22966
1648	22270
1650	22497
1650	22666
1650	22966
1651	22459
1651	22643
1651	22742
1653	22339
1653	22604
1653	22994
1654	22391
1654	22789
1655	22598
1655	22620
1655	22673
1655	22803
1658	22598
1658	22620
1658	22673
1658	22803
1661	22598
1661	22620
1661	22673
1665	22404
1665	22540
1665	22622
1665	22947
1674	22712
1675	22404
1675	22622
1675	22947
1679	22314
1680	22894
1682	22077
1682	22222
1682	22263
1682	22522
1682	22555
1682	22613
1682	22655
1682	22686
1682	22735
1682	22796
1682	22810
1682	22844
1682	22887
1682	22976
1686	22551
1686	22798
1691	22323
1692	22404
1692	22540
1692	22622
1692	22947
1697	22404
1697	22540
1697	22622
1697	22947
1698	22277
1698	22381
1699	22089
1707	22965
1709	22141
1710	22965
1714	22510
1714	22552
1714	22617
1716	22140
1716	22268
1716	22431
1717	22695
1719	22492
1719	22493
1719	22541
1719	22630
1719	22636
1720	22585
1722	22255
1722	22261
1722	22389
1722	22900
1722	22939
1723	22317
1723	22648
1723	22818
1730	22619
1732	22795
1733	22676
1733	22836
1734	22372
1735	22836
1740	22676
1743	22566
1743	22642
1746	22566
1746	22642
1750	22197
1755	22394
1755	22703
1756	22460
1769	22869
1771	22869
1773	22164
1773	22257
1773	22547
1773	22574
1773	22623
1773	22653
1773	22760
1773	22980
1781	22145
1781	22265
1781	22581
1781	22584
1781	22987
1782	22581
1782	22987
1793	22581
1793	22584
1793	22987
1799	22457
1800	22581
1800	22987
1803	22532
1803	22643
1803	22742
1803	22895
1805	22503
1805	22587
1805	22685
1805	22722
1805	22794
1805	22864
1806	22756
1810	22756
1818	22757
1823	22757
1833	22335
1839	22696
1839	22820
1840	22696
1840	22820
1841	22937
1842	22200
1842	22258
1842	22401
1842	22509
1842	22538
1842	22645
1842	22684
1842	22727
1842	22762
1842	22787
1842	22835
1842	22840
1842	22885
1842	22963
1842	22981
1845	22937
1848	22645
1848	22684
1848	22727
1848	22762
1848	22787
1848	22835
1848	22840
1848	22885
1848	22963
1848	22981
1850	22710
1856	22710
1856	22758
1860	22710
1860	22758
1862	22626
1862	22649
1862	22655
1862	22824
1862	22829
1862	22916
1862	22951
1862	22972
1866	22766
1867	22865
1868	22384
1868	22500
1869	22626
1869	22649
1869	22655
1869	22824
1869	22829
1869	22916
1869	22951
1869	22972
1871	22626
1871	22649
1871	22655
1871	22824
1871	22829
1871	22916
1871	22972
1874	22180
1877	22262
1879	22136
1879	22147
1880	22195
1880	22709
1880	22765
1880	22780
1883	22626
1883	22649
1883	22655
1883	22824
1883	22829
1883	22916
1883	22972
1887	22395
1887	22661
1887	22715
1887	22746
1892	22528
1894	22616
1894	22637
1895	22546
1895	22644
1896	22685
1896	22794
1896	22864
1896	22876
1900	22794
1900	22864
1900	22876
1903	22666
1904	22824
1904	22829
1904	22916
1904	22951
1904	22972
1909	22685
1913	22749
1917	22506
1927	22900
1927	22939
1930	22900
1934	22656
1934	22716
1934	22979
1940	22549
1942	22418
1947	22644
1950	22413
1956	22754
1956	22909
1956	23294
1956	23511
1961	22730
1965	22722
1965	22794
1966	22364
1972	22435
1979	22729
1979	22736
1980	22731
1980	22758
1980	22763
1980	22768
1997	22810
2000	23041
2000	23107
2000	23141
2000	23319
2002	23041
2002	23107
2002	23141
2002	23319
2028	23651
2039	23247
2051	23004
2052	23061
2052	23083
2065	23043
2070	23756
2074	22875
2078	23192
2078	23237
2078	23362
2092	22573
2092	23018
2100	23322
2101	23070
2101	23095
2161	23071
2161	23111
2161	23305
2161	23598
2161	23682
2161	23692
2161	23805
2161	23816
2175	23105
2193	23192
2193	23237
2193	23362
2198	23151
2206	23002
2206	23078
2206	23130
2206	23297
2206	23336
2206	23454
2220	23713
2222	23642
2229	23331
2229	23335
2229	23473
2229	23550
2229	23743
2230	23647
2231	23129
2237	23076
2237	23099
2256	23016
2256	23040
2256	23488
2256	23526
2256	23576
2256	23621
2256	23731
2256	23963
2258	23098
2259	23446
2263	23019
2266	23019
2278	23563
2286	23524
2287	23200
2287	23336
2288	23172
2295	24429
2298	23041
2298	23107
2298	23319
2307	23157
2307	23281
2307	23521
2307	23571
2307	23636
2307	23711
2308	23421
2308	23858
2308	23958
2310	23131
10000	23658
10000	24137
10000	24292
10000	24318
10000	24613
10001	23658
10001	23741
10001	24053
10001	24137
10001	24292
10001	24613
10002	22164
10002	22296
10002	22574
10002	22592
10002	22618
10002	22623
10002	22653
10002	22760
10002	22980
10002	23270
10002	23322
10002	23580
10002	23702
10002	23837
10002	23990
10002	24005
10002	24163
10002	24204
10002	24240
10002	24300
10002	24409
10003	22083
10003	23019
10003	23658
10003	24053
10003	24137
10003	24613
10007	22137
10007	22712
10007	23507
10010	22277
10010	22381
10010	23543
10010	23825
10010	24363
10011	22100
10011	22109
10011	22140
10011	22148
10011	22170
10011	22223
10011	22335
10011	22336
10011	22411
10011	22431
10011	22437
10011	22503
10011	22570
10011	22587
10011	22617
10011	22666
10011	22672
10011	22794
10011	22814
10011	22864
10011	22876
10011	22885
10011	22914
10011	22945
10011	22948
10011	23000
10011	23019
10011	23020
10011	23048
10011	23067
10011	23082
10011	23105
10011	23269
10011	23312
10011	23409
10011	23475
10011	23480
10011	23493
10011	23583
10011	23603
10011	23619
10011	23699
10011	23809
10011	23842
10011	23846
10011	23847
10011	23856
10011	23877
10011	23891
10011	23936
10011	23941
10011	23998
10011	24007
10011	24019
10011	24056
10011	24101
10011	24108
10011	24131
10011	24137
10011	24144
10011	24168
10011	24237
10011	24258
10011	24274
10011	24276
10011	24440
10011	24610
10011	24613
10015	24315
10016	22090
10016	22098
10016	22282
10016	22286
10016	22310
10016	22345
10016	22347
10016	22429
10016	22452
10016	22594
10016	22730
10016	22815
10016	22858
10016	23064
10016	23065
10016	23066
10016	23188
10016	23249
10016	23363
10016	23368
10016	23369
10016	23461
10016	23495
10016	23497
10016	23532
10016	23578
10016	23673
10016	23997
10019	24362
10019	24463
10020	22098
10020	22125
10020	22282
10020	22345
10020	22429
10020	22449
10020	22452
10020	22594
10020	22730
10020	22774
10020	22858
10020	22926
10020	22959
10020	23064
10020	23065
10020	23066
10020	23249
10020	23368
10020	23461
10020	23495
10020	23497
10020	23532
10020	23578
10020	23960
10020	23997
10021	22714
10021	23617
10023	22298
10023	22344
10023	22373
10023	22717
10023	22791
10023	22908
10023	23245
10024	22247
10024	22532
10024	22643
10024	22895
10024	23025
10024	23638
10024	24049
10024	24091
10024	24550
10025	22247
10025	22532
10025	22643
10025	22895
10025	23025
10025	23034
10025	23638
10025	24049
10025	24091
10025	24550
10026	22102
10026	22106
10026	22139
10026	22202
10026	22245
10026	22301
10026	22358
10026	22395
10026	22661
10026	22715
10026	22746
10026	23035
10026	23145
10026	23304
10026	23378
10026	23429
10026	23440
10026	23577
10026	23935
10026	23957
10026	24098
10026	24127
10026	24266
10026	24333
10027	22247
10027	22459
10027	22532
10027	22643
10027	22742
10027	23025
10027	24049
10027	24550
10029	22243
10029	22434
10029	22784
10029	22872
10029	23006
10029	23250
10029	23478
10029	23609
10029	23907
10029	24036
10029	24582
10031	22207
10031	22507
10031	23506
10031	23730
10032	22243
10032	22434
10032	22784
10032	23006
10032	23250
10032	23609
10032	23907
10032	24036
10032	24582
10033	23049
10033	24000
10033	24193
10036	22099
10036	22871
10038	22350
10038	24151
10044	22295
10044	22425
10044	22426
10044	22809
10044	22852
10044	23491
10044	23615
10044	24103
10044	24571
10045	23883
10046	22295
10046	22425
10046	22426
10046	22809
10046	22852
10046	23491
10046	23615
10046	24103
10047	22295
10047	22425
10047	22426
10047	22809
10047	22852
10047	23491
10047	23615
10049	22295
10049	22852
10049	23491
10049	23615
10049	24103
10050	22686
10050	22843
10050	22844
10050	22887
10050	22921
10050	23999
10052	22569
10052	22749
10052	22918
10052	22925
10052	23687
10052	24040
10052	24197
10053	22080
10053	22084
10056	23112
10057	23019
10057	23741
10057	24053
10057	24137
10061	22178
10061	22320
10061	23134
10061	23306
10061	23818
10061	23870
10062	22223
10062	22411
10062	22437
10062	23082
10062	23476
10063	22336
10063	22411
10063	22437
10063	23476
10064	22792
10064	24155
10066	22134
10066	22315
10066	22326
10066	22948
10066	22968
10066	22971
10066	23232
10066	23327
10066	23455
10066	23941
10066	24073
10066	24128
10066	24556
10073	22270
10075	22094
10075	22148
10075	22170
10075	22316
10075	22503
10075	22587
10075	22685
10075	22722
10075	22794
10075	22864
10075	22876
10075	22914
10075	22945
10075	22983
10075	23005
10075	23058
10075	23067
10075	23113
10075	23149
10075	23217
10075	23269
10075	23312
10075	23439
10075	23475
10075	23508
10075	23597
10075	23668
10075	23699
10075	23701
10075	23747
10075	23802
10075	23877
10075	23893
10075	24007
10075	24023
10075	24052
10075	24056
10075	24077
10075	24159
10075	24172
10075	24208
10075	24233
10075	24258
10075	24274
10076	22539
10076	24223
10077	22169
10077	22404
10077	22540
10077	22622
10077	22947
10077	23275
10077	23285
10077	23292
10077	23345
10077	23346
10077	23398
10077	23748
10077	24021
10078	22104
10078	22132
10078	22387
10078	22868
10078	23258
10078	23299
10078	23300
10079	22192
10079	22210
10079	22417
10079	22485
10079	22929
10079	23193
10079	23244
10079	23359
10079	23417
10079	23653
10079	24011
10079	24253
10082	22585
10082	23681
10084	22141
10084	22965
10084	23685
10084	23727
10084	23943
10084	23970
10085	22585
10085	23681
10087	22585
10087	23681
10088	22932
10088	23267
10088	23625
10088	24207
10089	22247
10089	22459
10089	22532
10089	22643
10089	22742
10089	22895
10089	23025
10089	23034
10089	23638
10089	24049
10089	24091
10090	22451
10090	22703
10090	23545
10092	22451
10092	22461
10092	22703
10092	23545
10092	24104
10094	23184
10095	22110
10096	23179
10096	23184
10098	22139
10098	22202
10098	22245
10098	22250
10098	22301
10098	22395
10098	22715
10098	22746
10098	23035
10098	23145
10098	23296
10098	23304
10098	23378
10098	23379
10098	23429
10098	23440
10098	23935
10098	23957
10098	24098
10098	24127
10098	24266
10099	22102
10099	22106
10100	23115
10100	24243
10100	24443
10103	23392
10106	22164
10106	22182
10106	22257
10106	22296
10106	22547
10106	22574
10106	22618
10106	22623
10106	22980
10106	23270
10106	23590
10106	23702
10106	23837
10106	23990
10106	24005
10106	24163
10106	24204
10106	24240
10106	24252
10108	22164
10108	22182
10108	22257
10108	22296
10108	22547
10108	22592
10108	22618
10108	22623
10108	22653
10108	22724
10108	22760
10108	22980
10108	23270
10108	23590
10108	23702
10108	23837
10108	23990
10108	24005
10108	24184
10108	24204
10108	24240
10110	22124
10123	22079
10123	22200
10123	22305
10123	22401
10123	22509
10123	22538
10123	22577
10123	22645
10123	22684
10123	22727
10123	22762
10123	22835
10123	22840
10123	22963
10123	22981
10123	23022
10123	23046
10123	23050
10123	23086
10123	23120
10123	23194
10123	23482
10123	23484
10123	23513
10123	23561
10123	23594
10123	23596
10123	23611
10123	23648
10123	23656
10123	23664
10123	23729
10123	23912
10123	23972
10123	23973
10123	24028
10123	24114
10123	24238
10123	24260
10123	24283
10123	24317
10123	24394
10123	24523
10124	22079
10124	22200
10124	22221
10124	22258
10124	22305
10124	22308
10124	22401
10124	22509
10124	22538
10124	22684
10124	22727
10124	22762
10124	22787
10124	22835
10124	22840
10124	22885
10124	22981
10124	23022
10124	23050
10124	23057
10124	23086
10124	23120
10124	23484
10124	23513
10124	23561
10124	23594
10124	23611
10124	23656
10124	23664
10124	23729
10124	23973
10124	24020
10124	24028
10124	24037
10124	24114
10124	24260
10124	24283
10125	22165
10125	23831
10127	22342
10128	22714
10130	22117
10130	22159
10130	22213
10130	22242
10130	22340
10130	22489
10130	22579
10130	22626
10130	22649
10130	22655
10130	22824
10130	22829
10130	22916
10130	22972
10130	23002
10130	23028
10130	23106
10130	23224
10130	23262
10130	23301
10130	23302
10130	23374
10130	23434
10130	23462
10130	23533
10130	23641
10130	23654
10130	23665
10130	23746
10130	23911
10130	23928
10130	24055
10130	24133
10130	24161
10131	22159
10131	22160
10131	22249
10131	22340
10131	22351
10131	22439
10131	22489
10131	22579
10131	22626
10131	22649
10131	22655
10131	22824
10131	22829
10131	22916
10131	22951
10131	22972
10131	23002
10131	23028
10131	23106
10131	23224
10131	23262
10131	23301
10131	23303
10131	23374
10131	23419
10131	23434
10131	23462
10131	23470
10131	23533
10131	23613
10131	23641
10131	23654
10131	23659
10131	23665
10131	23746
10131	23911
10131	23928
10131	23937
10131	24055
10131	24106
10131	24133
10131	24161
10132	22117
10134	22159
10134	22160
10134	22213
10134	22242
10134	22249
10134	22340
10134	22351
10134	22439
10134	22579
10134	22626
10134	22655
10134	22824
10134	22829
10134	22916
10134	22951
10134	22972
10134	23028
10134	23106
10134	23224
10134	23301
10134	23303
10134	23374
10134	23434
10134	23462
10134	23470
10134	23533
10134	23613
10134	23641
10134	23654
10134	23659
10134	23746
10134	23911
10134	23928
10134	23937
10134	24055
10134	24106
10134	24133
10134	24161
10135	22159
10135	22160
10135	22174
10135	22213
10135	22242
10135	22249
10135	22340
10135	22457
10135	22489
10135	22578
10135	22579
10135	22584
10135	22710
10135	22758
10135	22829
10135	22916
10135	22972
10135	23028
10135	23196
10135	23220
10135	23240
10135	23284
10135	23302
10135	23303
10135	23374
10135	23419
10135	23434
10135	23462
10135	23470
10135	23533
10135	23540
10135	23586
10135	23613
10135	23616
10135	23641
10135	23649
10135	23654
10135	23665
10135	23746
10135	23902
10135	23911
10135	23937
10135	24055
10135	24106
10135	24133
10135	24161
10135	24198
10135	24224
10135	24235
10135	24281
10135	24304
10137	22159
10137	22213
10137	22242
10137	22340
10137	22351
10137	22439
10137	22489
10137	22626
10137	22649
10137	22655
10137	22824
10137	22829
10137	22916
10137	22951
10137	23002
10137	23028
10137	23106
10137	23224
10137	23262
10137	23301
10137	23302
10137	23374
10137	23462
10137	23470
10137	23533
10137	23641
10137	23659
10137	23665
10137	23746
10137	23911
10137	23928
10137	23937
10137	24055
10137	24106
10137	24133
10137	24161
10139	22133
10139	22664
10143	23472
10143	23715
10143	23851
10144	22133
10144	22664
10146	22133
10146	22664
10150	22569
10150	22602
10150	22749
10150	22905
10150	22918
10150	22925
10150	23151
10150	23687
10150	24040
10150	24197
10151	22364
10151	23092
10151	23663
10152	22158
10152	22878
10152	22978
10152	23130
10152	23454
10152	23588
10152	23652
10152	23694
10152	23758
10152	23803
10152	23817
10152	23908
10152	23919
10152	24166
10152	24200
10153	22405
10153	22435
10153	22878
10153	22978
10153	23130
10153	23454
10153	23588
10153	23652
10153	23694
10153	23758
10153	23817
10153	23908
10153	24166
10153	24200
10155	23975
10157	22874
10159	22414
10159	22465
10159	24047
10160	22315
10160	22326
10160	22948
10160	22971
10160	23232
10160	23327
10160	23455
10160	23514
10160	23941
10160	24073
10160	24128
10160	24129
10161	22134
10162	22326
10162	22948
10162	22968
10162	22971
10162	23232
10162	23327
10162	23514
10162	23941
10162	24073
10162	24128
10162	24129
10164	22315
10164	22326
10164	22948
10164	22968
10164	22971
10164	23327
10164	23455
10164	23514
10164	23941
10164	24128
10166	22326
10166	22948
10166	22968
10166	22971
10166	23232
10166	23327
10166	23455
10166	23514
10166	24073
10166	24129
10169	22236
10169	22773
10169	22955
10169	23096
10171	22339
10171	22604
10171	22994
10171	23282
10171	24609
10174	22112
10174	22598
10174	22620
10174	22673
10174	22803
10174	23114
10174	23541
10174	23814
10175	22598
10175	22673
10175	22803
10175	23114
10175	23541
10175	24083
10175	24307
10177	22171
10177	22894
10177	23175
10177	23261
10178	22097
10178	22232
10178	22377
10178	22490
10178	22527
10178	22998
10178	23192
10178	23237
10178	23362
10178	23564
10178	23821
10178	23889
10178	23913
10181	22317
10181	22818
10181	23206
10181	23487
10181	24031
10182	23196
10182	23240
10182	23284
10182	24226
10183	22134
10183	22174
10183	22578
10183	22584
10183	22710
10183	22763
10183	22829
10183	23196
10183	23220
10183	23284
10183	23301
10183	23302
10183	23303
10183	23483
10183	23540
10183	23616
10183	23649
10183	23902
10183	24161
10183	24198
10183	24224
10183	24235
10183	24304
10184	23185
10185	22190
10185	22566
10185	22642
10185	23637
10185	23819
10185	23868
10185	24079
10186	22566
10186	23637
10186	23868
10186	23920
10186	24079
10186	24147
10187	22460
10187	23387
10187	23418
10187	23900
10187	23962
10187	24273
10187	24364
10187	24499
10188	22460
10188	23174
10188	23387
10188	23418
10188	23900
10188	23962
10188	24273
10190	22113
10190	23161
10190	23366
10190	23979
10190	24272
10191	23029
10191	23274
10191	23477
10192	23161
10192	23979
10193	22361
10193	23289
10194	22287
10194	22357
10194	22869
10194	23122
10194	23173
10194	23635
10194	24027
10194	24160
10194	24494
10195	22325
10195	23799
10195	23869
10195	24277
10195	24581
10200	23019
10200	23658
10200	24137
10200	24292
10205	22578
10205	22710
10205	22758
10205	24035
10205	24235
10206	22174
10207	22174
10207	22710
10207	22758
10207	24035
10207	24235
10210	23647
10211	22247
10211	22459
10211	22532
10211	22643
10211	22742
10211	23025
10211	23034
10211	23638
10211	24049
10211	24091
10212	22203
10212	22333
10212	22474
10212	22793
10212	22913
10212	23076
10212	23170
10212	24186
10214	22474
10214	22793
10214	23076
10214	23099
10214	23170
10214	24186
10215	22396
10215	22409
10215	22410
10215	22446
10215	22977
10216	22207
10216	22420
10216	22507
10216	23506
10217	22222
10217	22263
10217	22299
10217	23060
10217	23393
10217	23844
10217	23983
10218	22263
10218	22299
10218	23060
10218	23393
10218	23844
10218	23983
10218	24170
10219	22142
10219	22294
10219	22374
10219	22606
10219	22621
10219	23061
10219	23280
10219	23686
10219	23885
10219	24286
10219	24309
10226	22123
10226	22195
10226	22277
10226	22566
10226	22600
10226	22642
10226	22692
10226	22873
10226	22878
10226	22891
10226	22923
10226	22950
10226	22985
10226	23002
10226	23078
10226	23297
10226	23336
10226	23454
10226	23462
10226	23758
10226	23803
10226	23817
10226	23819
10226	23825
10226	23868
10226	23907
10226	23908
10226	24079
10226	24147
10226	24182
10226	24225
10226	24288
10228	23361
10229	22453
10229	23071
10229	23111
10229	23305
10229	23598
10229	23682
10229	23692
10229	23805
10229	23816
10235	22631
10235	23030
10235	23047
10236	22631
10236	23030
10236	23047
10245	22196
10245	22366
10245	22421
10245	22491
10245	22555
10245	22842
10245	22884
10245	22999
10245	23107
10245	23141
10245	23243
10245	23394
10245	23441
10245	23549
10245	23812
10245	23899
10245	23916
10245	24132
10245	24222
10245	24239
10246	22100
10246	22148
10246	22170
10246	22223
10246	22335
10246	22411
10246	22431
10246	22437
10246	22503
10246	22570
10246	22587
10246	22617
10246	22666
10246	22672
10246	22722
10246	22794
10246	22814
10246	22876
10246	22914
10246	22945
10246	22948
10246	22958
10246	23000
10246	23020
10246	23048
10246	23067
10246	23082
10246	23105
10246	23178
10246	23269
10246	23409
10246	23475
10246	23480
10246	23493
10246	23583
10246	23603
10246	23699
10246	23710
10246	23741
10246	23793
